Model,Task,Noise_Type,Noise_Level,Seed,N_samples,Acc,F1_macro,AUC,Acc_Black,Acc_East Asian,Acc_Indian,Acc_Latino_Hispanic,Acc_Middle Eastern,Acc_Southeast Asian,Acc_White,accuracy_gap,worst_group_acc,best_group_acc,dp_diff,eq_odds_diff,Acc_female,Acc_male,Acc_0-2,Acc_10-19,Acc_20-29,Acc_3-9,Acc_30-39,Acc_40-49,Acc_50-59,Acc_60-69,Acc_70+
Ours,gender,cutout,3,0,1000,0.782000,0.778252,0.868755,,,,,,,,0.142571,0.694030,0.836601,0.301803,0.264118,0.695096,0.858757,,,,,,,,,
Ours,gender,defocus,1,0,1000,0.714000,0.712158,0.785624,,,,,,,,0.123426,0.641791,0.765217,0.212422,0.175306,0.675906,0.747646,,,,,,,,,
Ours,gender,defocus,2,0,1000,0.676000,0.674017,0.737816,,,,,,,,0.047631,0.656716,0.704348,0.175155,0.118877,0.637527,0.709981,,,,,,,,,
Ours,gender,defocus,3,0,1000,0.656000,0.651143,0.722429,,,,,,,,0.045410,0.634328,0.679739,0.234472,0.207851,0.573561,0.728814,,,,,,,,,
Ours,gender,gaussian,1,0,1000,0.692000,0.688365,0.766197,,,,,,,,0.089308,0.649254,0.738562,0.294238,0.275600,0.622601,0.753296,,,,,,,,,
Ours,gender,gaussian,2,0,1000,0.677000,0.674058,0.732030,,,,,,,,0.110792,0.601626,0.712418,0.250760,0.241556,0.620469,0.726930,,,,,,,,,
Ours,gender,gaussian,3,0,1000,0.669000,0.661485,0.711551,,,,,,,,0.086479,0.619403,0.705882,0.184023,0.162890,0.554371,0.770245,,,,,,,,,
Ours,gender,glass,1,0,1000,0.764000,0.762242,0.838937,,,,,,,,0.161117,0.691057,0.852174,0.165500,0.165525,0.722814,0.800377,,,,,,,,,
Ours,gender,glass,2,0,1000,0.720000,0.716818,0.794807,,,,,,,,0.184296,0.641791,0.826087,0.248498,0.203046,0.654584,0.777778,,,,,,,,,
Ours,gender,glass,3,0,1000,0.685000,0.682252,0.758231,,,,,,,,0.096106,0.634328,0.730435,0.224673,0.174215,0.631130,0.732580,,,,,,,,,
Ours,gender,impulse,1,0,1000,0.681000,0.680974,0.760046,,,,,,,,0.142218,0.593496,0.735714,0.197445,0.203033,0.716418,0.649718,,,,,,,,,
Ours,gender,impulse,2,0,1000,0.665000,0.664678,0.726517,,,,,,,,0.088269,0.626016,0.714286,0.199929,0.212436,0.675906,0.655367,,,,,,,,,
Ours,gender,impulse,3,0,1000,0.657000,0.656365,0.709471,,,,,,,,0.174739,0.560976,0.735714,0.184405,0.223204,0.654584,0.659134,,,,,,,,,
Ours,gender,jpeg,1,0,1000,0.774000,0.772394,0.852766,,,,,,,,0.182998,0.686567,0.869565,0.231672,0.217400,0.735608,0.807910,,,,,,,,,
Ours,gender,jpeg,2,0,1000,0.740000,0.738645,0.813664,,,,,,,,0.105742,0.678571,0.784314,0.172499,0.115139,0.712154,0.764595,,,,,,,,,
Ours,gender,jpeg,3,0,1000,0.673000,0.672644,0.746775,,,,,,,,0.093304,0.619403,0.712707,0.144776,0.106861,0.682303,0.664783,,,,,,,,,
Ours,gender,shot,1,0,1000,0.712000,0.709091,0.778806,,,,,,,,0.101227,0.650407,0.751634,0.225804,0.219075,0.652452,0.764595,,,,,,,,,
Ours,gender,shot,2,0,1000,0.685000,0.680475,0.738808,,,,,,,,0.167691,0.597015,0.764706,0.207847,0.224598,0.603412,0.757062,,,,,,,,,
Ours,gender,shot,3,0,1000,0.664000,0.659885,0.710748,,,,,,,,0.227501,0.520325,0.747826,0.223542,0.284926,0.590618,0.728814,,,,,,,,,
Ours,gender,clean,0,1,1000,0.770000,0.768664,0.852605,,,,,,,,0.169642,0.686567,0.856209,0.257193,0.231008,0.739872,0.796610,,,,,,,,,
Ours,gender,cutout,1,1,1000,0.797000,0.793001,0.876818,,,,,,,,0.194859,0.694030,0.888889,0.261152,0.217030,0.701493,0.881356,,,,,,,,,
Ours,gender,cutout,2,1,1000,0.784000,0.780627,0.873988,,,,,,,,0.171495,0.671642,0.843137,0.284977,0.225919,0.703625,0.854991,,,,,,,,,
Ours,gender,cutout,3,1,1000,0.771000,0.767002,0.865206,,,,,,,,0.138108,0.686567,0.824675,0.259456,0.249884,0.682303,0.849341,,,,,,,,,
Ours,gender,defocus,1,1,1000,0.714000,0.711968,0.778027,,,,,,,,0.124659,0.649254,0.773913,0.222976,0.174206,0.671642,0.751412,,,,,,,,,
Ours,gender,defocus,2,1,1000,0.674000,0.672900,0.731155,,,,,,,,0.045551,0.649254,0.694805,0.183230,0.151310,0.656716,0.689266,,,,,,,,,
Ours,gender,defocus,3,1,1000,0.662000,0.659598,0.708885,,,,,,,,0.062557,0.641791,0.704348,0.175155,0.137029,0.616205,0.702448,,,,,,,,,
Ours,gender,gaussian,1,1,1000,0.687000,0.682349,0.757841,,,,,,,,0.078882,0.642857,0.721739,0.303268,0.276523,0.603412,0.760829,,,,,,,,,
Ours,gender,gaussian,2,1,1000,0.666000,0.662058,0.720405,,,,,,,,0.084941,0.601626,0.686567,0.243195,0.253471,0.594883,0.728814,,,,,,,,,
Ours,gender,gaussian,3,1,1000,0.650000,0.643205,0.702416,,,,,,,,0.114477,0.604478,0.718954,0.199717,0.208062,0.545842,0.741996,,,,,,,,,
Ours,gender,glass,1,1,1000,0.770000,0.768867,0.839644,,,,,,,,0.164374,0.679104,0.843478,0.232238,0.209870,0.746269,0.790960,,,,,,,,,
Ours,gender,glass,2,1,1000,0.729000,0.726532,0.799140,,,,,,,,0.161908,0.664179,0.826087,0.250760,0.205385,0.675906,0.775895,,,,,,,,,
Ours,gender,glass,3,1,1000,0.678000,0.676129,0.750184,,,,,,,,0.130505,0.626016,0.756522,0.189325,0.171935,0.641791,0.709981,,,,,,,,,
Ours,gender,impulse,1,1,1000,0.680000,0.679537,0.762001,,,,,,,,0.127052,0.585366,0.712418,0.211453,0.228526,0.684435,0.676083,,,,,,,,,
Ours,gender,impulse,2,1,1000,0.661000,0.659562,0.731516,,,,,,,,0.053542,0.626016,0.679558,0.269495,0.240466,0.635394,0.683616,,,,,,,,,
Ours,gender,impulse,3,1,1000,0.655000,0.653350,0.710322,,,,,,,,0.144503,0.577236,0.721739,0.185931,0.224802,0.624733,0.681733,,,,,,,,,
Ours,gender,jpeg,1,1,1000,0.769000,0.767693,0.852686,,,,,,,,0.169642,0.686567,0.856209,0.257193,0.231008,0.739872,0.794727,,,,,,,,,
Ours,gender,jpeg,2,1,1000,0.733000,0.731796,0.816643,,,,,,,,0.087346,0.686567,0.773913,0.221118,0.155156,0.710021,0.753296,,,,,,,,,
Ours,gender,jpeg,3,1,1000,0.686000,0.685497,0.754271,,,,,,,,0.143028,0.619403,0.762431,0.196950,0.202778,0.688699,0.683616,,,,,,,,,
Ours,gender,shot,1,1,1000,0.701000,0.696705,0.777830,,,,,,,,0.063768,0.666667,0.730435,0.257573,0.220846,0.620469,0.772128,,,,,,,,,
Ours,gender,shot,2,1,1000,0.684000,0.680545,0.744132,,,,,,,,0.121244,0.617886,0.739130,0.215977,0.189818,0.618337,0.741996,,,,,,,,,
Ours,gender,shot,3,1,1000,0.657000,0.651377,0.709736,,,,,,,,0.200383,0.544715,0.745098,0.216543,0.306361,0.565032,0.738230,,,,,,,,,
Ours,gender,clean,0,2,1000,0.778000,0.776497,0.856528,,,,,,,,0.192927,0.694030,0.886957,0.258324,0.235265,0.742004,0.809793,,,,,,,,,
Ours,gender,cutout,1,2,1000,0.789000,0.785429,0.875582,,,,,,,,0.189250,0.686567,0.875817,0.277413,0.237174,0.703625,0.864407,,,,,,,,,
Ours,gender,cutout,2,2,1000,0.785000,0.781805,0.874349,,,,,,,,0.162179,0.694030,0.856209,0.276847,0.245575,0.707889,0.853107,,,,,,,,,
Ours,gender,cutout,3,2,1000,0.776000,0.772386,0.866358,,,,,,,,0.178958,0.664179,0.843137,0.276847,0.250688,0.692964,0.849341,,,,,,,,,
Ours,gender,defocus,1,2,1000,0.713000,0.710386,0.774357,,,,,,,,0.124659,0.649254,0.773913,0.224107,0.164260,0.658849,0.760829,,,,,,,,,
Ours,gender,defocus,2,2,1000,0.666000,0.660784,0.729685,,,,,,,,0.132187,0.589552,0.721739,0.188509,0.151433,0.577825,0.743879,,,,,,,,,
Ours,gender,defocus,3,2,1000,0.652000,0.641391,0.714290,,,,,,,,0.105901,0.607143,0.713043,0.178155,0.131642,0.511727,0.775895,,,,,,,,,
Ours,gender,gaussian,1,2,1000,0.699000,0.695381,0.766551,,,,,,,,0.094692,0.650407,0.745098,0.285543,0.267771,0.628998,0.760829,,,,,,,,,
Ours,gender,gaussian,2,2,1000,0.657000,0.655162,0.729589,,,,,,,,0.101068,0.617886,0.718954,0.263627,0.241506,0.622601,0.687382,,,,,,,,,
Ours,gender,gaussian,3,2,1000,0.662000,0.658304,0.710824,,,,,,,,0.144907,0.560976,0.705882,0.163238,0.165944,0.594883,0.721281,,,,,,,,,
Ours,gender,glass,1,2,1000,0.758000,0.757126,0.842242,,,,,,,,0.194768,0.674797,0.869565,0.215412,0.204866,0.744136,0.770245,,,,,,,,,
Ours,gender,glass,2,2,1000,0.735000,0.732269,0.800039,,,,,,,,0.171836,0.671642,0.843478,0.182326,0.177362,0.675906,0.787194,,,,,,,,,
Ours,gender,glass,3,2,1000,0.696000,0.692138,0.754291,,,,,,,,0.132122,0.641791,0.773913,0.217109,0.160545,0.622601,0.760829,,,,,,,,,
Ours,gender,impulse,1,2,1000,0.690000,0.689682,0.763354,,,,,,,,0.135075,0.593496,0.728571,0.245670,0.250416,0.701493,0.679849,,,,,,,,,
Ours,gender,impulse,2,2,1000,0.657000,0.656530,0.726577,,,,,,,,0.053722,0.626016,0.679739,0.217321,0.170582,0.660981,0.653484,,,,,,,,,
Ours,gender,impulse,3,2,1000,0.654000,0.653645,0.705062,,,,,,,,0.171051,0.560976,0.732026,0.217321,0.275770,0.663113,0.645951,,,,,,,,,
Ours,gender,jpeg,1,2,1000,0.778000,0.776497,0.856721,,,,,,,,0.192927,0.694030,0.886957,0.258324,0.235265,0.742004,0.809793,,,,,,,,,
Ours,gender,jpeg,2,2,1000,0.740000,0.738325,0.814788,,,,,,,,0.100247,0.691057,0.791304,0.241499,0.157569,0.703625,0.772128,,,,,,,,,
Ours,gender,jpeg,3,2,1000,0.685000,0.684044,0.756733,,,,,,,,0.130329,0.604478,0.734807,0.186844,0.187698,0.671642,0.696798,,,,,,,,,
Ours,gender,shot,1,2,1000,0.705000,0.702198,0.778368,,,,,,,,0.102380,0.649254,0.751634,0.220688,0.197817,0.648188,0.755179,,,,,,,,,
Ours,gender,shot,2,2,1000,0.681000,0.679474,0.743237,,,,,,,,0.147156,0.604478,0.751634,0.203888,0.238939,0.652452,0.706215,,,,,,,,,
Ours,gender,shot,3,2,1000,0.648000,0.646642,0.707516,,,,,,,,0.192718,0.520325,0.713043,0.219017,0.282398,0.624733,0.668550,,,,,,,,,
Ours,gender,clean,0,3,1000,0.772000,0.770301,0.858404,,,,,,,,0.168073,0.701493,0.869565,0.225776,0.207621,0.731343,0.807910,,,,,,,,,
Ours,gender,cutout,1,3,1000,0.796000,0.792270,0.882400,,,,,,,,0.174324,0.701493,0.875817,0.236197,0.198368,0.705757,0.875706,,,,,,,,,
Ours,gender,cutout,2,3,1000,0.790000,0.786827,0.879665,,,,,,,,0.182714,0.686567,0.869281,0.284977,0.236954,0.712154,0.858757,,,,,,,,,
Ours,gender,cutout,3,3,1000,0.778000,0.774646,0.873317,,,,,,,,0.157497,0.679104,0.836601,0.259456,0.252326,0.699360,0.847458,,,,,,,,,
Ours,gender,defocus,1,3,1000,0.702000,0.699343,0.778613,,,,,,,,0.145814,0.619403,0.765217,0.194099,0.164766,0.648188,0.749529,,,,,,,,,
Ours,gender,defocus,2,3,1000,0.678000,0.676676,0.731901,,,,,,,,0.038194,0.657459,0.695652,0.131677,0.089106,0.654584,0.698682,,,,,,,,,
Ours,gender,defocus,3,3,1000,0.659000,0.654102,0.718289,,,,,,,,0.044115,0.634146,0.678261,0.109317,0.104478,0.575693,0.732580,,,,,,,,,
Ours,gender,gaussian,1,3,1000,0.702000,0.697346,0.770044,,,,,,,,0.122429,0.642276,0.764706,0.264109,0.254820,0.616205,0.777778,,,,,,,,,
Ours,gender,gaussian,2,3,1000,0.679000,0.676552,0.737150,,,,,,,,0.104530,0.609756,0.714286,0.222976,0.205236,0.631130,0.721281,,,,,,,,,
Ours,gender,gaussian,3,3,1000,0.666000,0.660258,0.713948,,,,,,,,0.184470,0.567164,0.751634,0.109545,0.199521,0.571429,0.749529,,,,,,,,,
Ours,gender,glass,1,3,1000,0.765000,0.763671,0.845362,,,,,,,,0.149448,0.694030,0.843478,0.164935,0.153792,0.735608,0.790960,,,,,,,,,
Ours,gender,glass,2,3,1000,0.722000,0.718841,0.802091,,,,,,,,0.140818,0.641791,0.782609,0.215412,0.184109,0.656716,0.779661,,,,,,,,,
Ours,gender,glass,3,3,1000,0.692000,0.690304,0.753191,,,,,,,,0.112112,0.635714,0.747826,0.204413,0.138553,0.658849,0.721281,,,,,,,,,
Ours,gender,impulse,1,3,1000,0.686000,0.685497,0.762081,,,,,,,,0.179907,0.577236,0.757143,0.228279,0.239257,0.688699,0.683616,,,,,,,,,
Ours,gender,impulse,2,3,1000,0.654000,0.653201,0.724445,,,,,,,,0.083101,0.609756,0.692857,0.194172,0.179886,0.646055,0.661017,,,,,,,,,
Ours,gender,impulse,3,3,1000,0.651000,0.650664,0.702701,,,,,,,,0.144193,0.577236,0.721429,0.142171,0.215629,0.660981,0.642185,,,,,,,,,
Ours,gender,jpeg,1,3,1000,0.772000,0.770301,0.858697,,,,,,,,0.168073,0.701493,0.869565,0.225776,0.207621,0.731343,0.807910,,,,,,,,,
Ours,gender,jpeg,2,3,1000,0.748000,0.746687,0.816466,,,,,,,,0.074726,0.699187,0.773913,0.198586,0.130405,0.720682,0.772128,,,,,,,,,
Ours,gender,jpeg,3,3,1000,0.693000,0.691853,0.760744,,,,,,,,0.072565,0.656716,0.729282,0.191953,0.173810,0.673774,0.709981,,,,,,,,,
Ours,gender,shot,1,3,1000,0.700000,0.697326,0.782010,,,,,,,,0.110770,0.634328,0.745098,0.262006,0.238237,0.646055,0.747646,,,,,,,,,
Ours,gender,shot,2,3,1000,0.677000,0.673932,0.745108,,,,,,,,0.183543,0.574627,0.758170,0.199152,0.252587,0.618337,0.728814,,,,,,,,,
Ours,gender,shot,3,3,1000,0.651000,0.648579,0.713290,,,,,,,,0.208513,0.536585,0.745098,0.236409,0.293855,0.605544,0.691149,,,,,,,,,
Ours,gender,clean,0,4,1000,0.770000,0.768519,0.856272,,,,,,,,0.180532,0.671642,0.852174,0.215412,0.218396,0.735608,0.800377,,,,,,,,,
Ours,gender,cutout,1,4,1000,0.794000,0.788448,0.876662,,,,,,,,0.152863,0.716418,0.869281,0.230329,0.177952,0.673774,0.900188,,,,,,,,,
Ours,gender,cutout,2,4,1000,0.785000,0.780118,0.874144,,,,,,,,0.154717,0.701493,0.856209,0.312761,0.237098,0.678038,0.879473,,,,,,,,,
Ours,gender,cutout,3,4,1000,0.775000,0.770303,0.865712,,,,,,,,0.123183,0.701493,0.824675,0.262283,0.214781,0.673774,0.864407,,,,,,,,,
Ours,gender,defocus,1,4,1000,0.706000,0.701990,0.783460,,,,,,,,0.112425,0.634328,0.746753,0.172671,0.163753,0.628998,0.774011,,,,,,,,,
Ours,gender,defocus,2,4,1000,0.674000,0.670573,0.739872,,,,,,,,0.067184,0.653595,0.720779,0.241615,0.216245,0.609808,0.730697,,,,,,,,,
Ours,gender,defocus,3,4,1000,0.666000,0.656768,0.725304,,,,,,,,0.062071,0.642276,0.704348,0.187578,0.183050,0.535181,0.781544,,,,,,,,,
Ours,gender,gaussian,1,4,1000,0.698000,0.694698,0.767611,,,,,,,,0.089308,0.649254,0.738562,0.272360,0.242442,0.633262,0.755179,,,,,,,,,
Ours,gender,gaussian,2,4,1000,0.664000,0.660606,0.728942,,,,,,,,0.133588,0.585366,0.718954,0.242064,0.284240,0.601279,0.719397,,,,,,,,,
Ours,gender,gaussian,3,4,1000,0.651000,0.639974,0.707419,,,,,,,,0.172645,0.552846,0.725490,0.150937,0.194534,0.507463,0.777778,,,,,,,,,
Ours,gender,glass,1,4,1000,0.771000,0.769562,0.844707,,,,,,,,0.189228,0.671642,0.860870,0.198586,0.204208,0.737740,0.800377,,,,,,,,,
Ours,gender,glass,2,4,1000,0.718000,0.713739,0.801806,,,,,,,,0.179364,0.611940,0.791304,0.200848,0.184945,0.635394,0.790960,,,,,,,,,
Ours,gender,glass,3,4,1000,0.684000,0.679986,0.757271,,,,,,,,0.150708,0.589552,0.740260,0.221739,0.195937,0.609808,0.749529,,,,,,,,,
Ours,gender,impulse,1,4,1000,0.682000,0.681995,0.757263,,,,,,,,0.134088,0.601626,0.735714,0.216755,0.216376,0.722814,0.645951,,,,,,,,,
Ours,gender,impulse,2,4,1000,0.653000,0.652972,0.715647,,,,,,,,0.067828,0.617886,0.685714,0.165712,0.159065,0.686567,0.623352,,,,,,,,,
Ours,gender,impulse,3,4,1000,0.641000,0.640810,0.696694,,,,,,,,0.181882,0.560976,0.742857,0.129233,0.225438,0.707889,0.581921,,,,,,,,,
Ours,gender,jpeg,1,4,1000,0.771000,0.769562,0.856400,,,,,,,,0.180532,0.671642,0.852174,0.215412,0.218396,0.737740,0.800377,,,,,,,,,
Ours,gender,jpeg,2,4,1000,0.749000,0.746413,0.816599,,,,,,,,0.116508,0.674797,0.791304,0.242630,0.202057,0.690832,0.800377,,,,,,,,,
Ours,gender,jpeg,3,4,1000,0.698000,0.697243,0.755512,,,,,,,,0.123842,0.634328,0.758170,0.158404,0.167191,0.690832,0.704331,,,,,,,,,
Ours,gender,shot,1,4,1000,0.705000,0.702426,0.777954,,,,,,,,0.124024,0.634146,0.758170,0.292469,0.273850,0.652452,0.751412,,,,,,,,,
Ours,gender,shot,2,4,1000,0.699000,0.695245,0.741157,,,,,,,,0.122429,0.642276,0.764706,0.194544,0.189919,0.626866,0.762712,,,,,,,,,
Ours,gender,shot,3,4,1000,0.663000,0.655965,0.705897,,,,,,,,0.246023,0.536585,0.782609,0.225804,0.316378,0.554371,0.758945,,,,,,,,,
Ours,age,clean,0,0,1000,0.317000,0.280547,0.739996,,,,,,,,0.117740,0.267974,0.385714,,0.433128,,,0.352941,0.076087,0.458781,0.414815,0.304348,0.175000,0.265625,0.196078,0.166667
Ours,age,cutout,1,0,1000,0.363000,0.275198,0.795215,,,,,,,,0.088095,0.333333,0.421429,,0.390769,,,0.352941,0.097826,0.605735,0.548148,0.165217,0.316667,0.312500,0.176471,0.000000
Ours,age,cutout,2,0,1000,0.366000,0.274821,0.798435,,,,,,,,0.143417,0.313725,0.457143,,0.482156,,,0.352941,0.119565,0.587814,0.533333,0.173913,0.400000,0.281250,0.137255,0.000000
Ours,age,cutout,3,0,1000,0.358000,0.261952,0.796035,,,,,,,,0.157703,0.313725,0.471429,,0.449262,,,0.352941,0.043478,0.634409,0.548148,0.126087,0.416667,0.203125,0.078431,0.083333
Ours,age,defocus,1,0,1000,0.283000,0.226477,0.682557,,,,,,,,0.074840,0.253731,0.328571,,0.330577,,,0.294118,0.043478,0.469534,0.333333,0.256522,0.166667,0.109375,0.235294,0.000000
Ours,age,defocus,2,0,1000,0.264000,0.194575,0.630757,,,,,,,,0.198447,0.208696,0.407143,,0.348303,,,0.235294,0.054348,0.455197,0.362963,0.200000,0.141667,0.125000,0.156863,0.000000
Ours,age,defocus,3,0,1000,0.276000,0.207386,0.645396,,,,,,,,0.192063,0.222222,0.414286,,0.384336,,,0.176471,0.130435,0.379928,0.400000,0.291304,0.100000,0.093750,0.313725,0.000000
Ours,age,gaussian,1,0,1000,0.289000,0.237265,0.705927,,,,,,,,0.118182,0.253247,0.371429,,0.316325,,,0.352941,0.108696,0.376344,0.392593,0.334783,0.150000,0.109375,0.254902,0.000000
Ours,age,gaussian,2,0,1000,0.307000,0.258436,0.668456,,,,,,,,0.111266,0.260163,0.371429,,0.386469,,,0.294118,0.184783,0.537634,0.318519,0.208696,0.183333,0.171875,0.196078,0.083333
Ours,age,gaussian,3,0,1000,0.262000,0.180566,0.648870,,,,,,,,0.102343,0.211382,0.313725,,0.287174,,,0.176471,0.163043,0.559140,0.303704,0.091304,0.100000,0.171875,0.058824,0.000000
Ours,age,glass,1,0,1000,0.311000,0.253782,0.736133,,,,,,,,0.163492,0.222222,0.385714,,0.429957,,,0.352941,0.054348,0.494624,0.362963,0.286957,0.208333,0.203125,0.156863,0.083333
Ours,age,glass,2,0,1000,0.310000,0.242577,0.711036,,,,,,,,0.130505,0.243478,0.373984,,0.331439,,,0.352941,0.119565,0.480287,0.377778,0.300000,0.200000,0.140625,0.117647,0.000000
Ours,age,glass,3,0,1000,0.283000,0.231622,0.661448,,,,,,,,0.170635,0.222222,0.392857,,0.376903,,,0.235294,0.076087,0.401434,0.422222,0.278261,0.183333,0.156250,0.117647,0.083333
Ours,age,impulse,1,0,1000,0.289000,0.176727,0.688939,,,,,,,,0.106115,0.243478,0.349593,,0.291247,,,0.176471,0.163043,0.684588,0.370370,0.021739,0.108333,0.109375,0.098039,0.000000
Ours,age,impulse,2,0,1000,0.267000,0.164295,0.657394,,,,,,,,0.053210,0.231343,0.284553,,0.229040,,,0.117647,0.076087,0.620072,0.296296,0.004348,0.183333,0.296875,0.058824,0.000000
Ours,age,impulse,3,0,1000,0.265000,0.159372,0.632392,,,,,,,,0.112233,0.201493,0.313725,,0.202430,,,0.058824,0.076087,0.573477,0.325926,0.013043,0.300000,0.171875,0.058824,0.000000
Ours,age,jpeg,1,0,1000,0.317000,0.280529,0.739943,,,,,,,,0.117740,0.267974,0.385714,,0.433128,,,0.352941,0.076087,0.458781,0.414815,0.304348,0.175000,0.265625,0.196078,0.166667
Ours,age,jpeg,2,0,1000,0.281000,0.239846,0.708793,,,,,,,,0.108075,0.234783,0.342857,,0.387430,,,0.352941,0.152174,0.412186,0.333333,0.291304,0.125000,0.140625,0.176471,0.083333
Ours,age,jpeg,3,0,1000,0.264000,0.218654,0.674272,,,,,,,,0.159244,0.176471,0.335714,,0.330702,,,0.470588,0.130435,0.419355,0.229630,0.286957,0.150000,0.046875,0.176471,0.000000
Ours,age,shot,1,0,1000,0.312000,0.265550,0.691081,,,,,,,,0.174883,0.267974,0.442857,,0.398712,,,0.470588,0.173913,0.462366,0.496296,0.265217,0.116667,0.125000,0.156863,0.083333
Ours,age,shot,2,0,1000,0.285000,0.218511,0.674337,,,,,,,,0.092799,0.235772,0.328571,,0.309638,,,0.235294,0.271739,0.487455,0.400000,0.165217,0.100000,0.078125,0.215686,0.000000
Ours,age,shot,3,0,1000,0.297000,0.208511,0.654226,,,,,,,,0.090012,0.254144,0.344156,,0.291738,,,0.294118,0.130435,0.677419,0.392593,0.052174,0.108333,0.109375,0.117647,0.000000
Ours,age,clean,0,1,1000,0.319000,0.281995,0.735392,,,,,,,,0.096286,0.261438,0.357724,,0.413761,,,0.352941,0.108696,0.458781,0.385185,0.304348,0.166667,0.296875,0.235294,0.166667
Ours,age,cutout,1,1,1000,0.359000,0.269451,0.790488,,,,,,,,0.115453,0.320261,0.435714,,0.406710,,,0.352941,0.097826,0.605735,0.570370,0.208696,0.216667,0.234375,0.176471,0.000000
Ours,age,cutout,2,1,1000,0.381000,0.293622,0.796404,,,,,,,,0.169561,0.287582,0.457143,,0.475854,,,0.352941,0.119565,0.591398,0.592593,0.221739,0.333333,0.250000,0.235294,0.000000
Ours,age,cutout,3,1,1000,0.368000,0.258832,0.794103,,,,,,,,0.162418,0.287582,0.450000,,0.409850,,,0.294118,0.065217,0.663082,0.540741,0.200000,0.283333,0.171875,0.156863,0.000000
Ours,age,defocus,1,1,1000,0.284000,0.214268,0.676494,,,,,,,,0.076398,0.252174,0.328571,,0.337413,,,0.235294,0.076087,0.494624,0.318519,0.260870,0.108333,0.156250,0.176471,0.000000
Ours,age,defocus,2,1,1000,0.272000,0.202651,0.631758,,,,,,,,0.133262,0.223881,0.357143,,0.383724,,,0.235294,0.108696,0.483871,0.325926,0.213043,0.083333,0.156250,0.196078,0.000000
Ours,age,defocus,3,1,1000,0.276000,0.194488,0.642013,,,,,,,,0.177019,0.208696,0.385714,,0.358355,,,0.176471,0.076087,0.448029,0.451852,0.217391,0.091667,0.078125,0.274510,0.000000
Ours,age,gaussian,1,1,1000,0.285000,0.242045,0.691964,,,,,,,,0.117532,0.246753,0.364286,,0.343257,,,0.470588,0.108696,0.372760,0.414815,0.308696,0.125000,0.109375,0.274510,0.000000
Ours,age,gaussian,2,1,1000,0.300000,0.250402,0.667738,,,,,,,,0.091949,0.265193,0.357143,,0.375870,,,0.294118,0.141304,0.548387,0.296296,0.204348,0.175000,0.125000,0.235294,0.083333
Ours,age,gaussian,3,1,1000,0.280000,0.191650,0.636649,,,,,,,,0.122360,0.234783,0.357143,,0.291784,,,0.176471,0.076087,0.523297,0.362963,0.178261,0.200000,0.109375,0.058824,0.000000
Ours,age,glass,1,1,1000,0.318000,0.267435,0.728676,,,,,,,,0.121244,0.260870,0.382114,,0.399867,,,0.411765,0.065217,0.483871,0.407407,0.291304,0.208333,0.187500,0.196078,0.083333
Ours,age,glass,2,1,1000,0.315000,0.252823,0.702463,,,,,,,,0.106010,0.267974,0.373984,,0.344565,,,0.352941,0.086957,0.437276,0.444444,0.334783,0.200000,0.140625,0.176471,0.000000
Ours,age,glass,3,1,1000,0.271000,0.217614,0.662434,,,,,,,,0.134161,0.208696,0.342857,,0.312488,,,0.352941,0.065217,0.358423,0.488889,0.269565,0.158333,0.109375,0.098039,0.000000
Ours,age,impulse,1,1,1000,0.283000,0.215404,0.688591,,,,,,,,0.175957,0.202614,0.378571,,0.321214,,,0.294118,0.195652,0.548387,0.385185,0.113043,0.100000,0.125000,0.176471,0.000000
Ours,age,impulse,2,1,1000,0.261000,0.188464,0.660498,,,,,,,,0.108118,0.208955,0.317073,,0.307808,,,0.235294,0.228261,0.569892,0.237037,0.073913,0.133333,0.109375,0.098039,0.000000
Ours,age,impulse,3,1,1000,0.270000,0.166429,0.631099,,,,,,,,0.041313,0.246269,0.287582,,0.193952,,,0.058824,0.108696,0.594982,0.281481,0.082609,0.191667,0.156250,0.058824,0.000000
Ours,age,jpeg,1,1,1000,0.320000,0.282923,0.735425,,,,,,,,0.096286,0.261438,0.357724,,0.413761,,,0.352941,0.108696,0.458781,0.392593,0.304348,0.166667,0.296875,0.235294,0.166667
Ours,age,jpeg,2,1,1000,0.285000,0.251829,0.705179,,,,,,,,0.089837,0.260163,0.350000,,0.405493,,,0.411765,0.108696,0.448029,0.355556,0.243478,0.141667,0.156250,0.215686,0.083333
Ours,age,jpeg,3,1,1000,0.281000,0.235502,0.675606,,,,,,,,0.071603,0.241830,0.313433,,0.302484,,,0.470588,0.108696,0.405018,0.296296,0.291304,0.183333,0.171875,0.196078,0.000000
Ours,age,shot,1,1,1000,0.306000,0.252843,0.684797,,,,,,,,0.109006,0.269565,0.378571,,0.389187,,,0.411765,0.173913,0.508961,0.459259,0.217391,0.075000,0.171875,0.156863,0.083333
Ours,age,shot,2,1,1000,0.305000,0.231326,0.662198,,,,,,,,0.102241,0.254902,0.357143,,0.360866,,,0.294118,0.206522,0.573477,0.422222,0.139130,0.108333,0.125000,0.215686,0.000000
Ours,age,shot,3,1,1000,0.310000,0.204054,0.639885,,,,,,,,0.085536,0.260870,0.346405,,0.310552,,,0.235294,0.108696,0.688172,0.437037,0.082609,0.125000,0.125000,0.058824,0.000000
